state,year,target_beni_core_score,beni_rank_within_year,priority_band_within_year,pupil_teacher_ratio,pupil_classroom_ratio,unqualified_teacher_share,bad_classroom_share,enrolment_per_school,matching_grant_million_naira,core_indicator_completeness,split_group,model_ready_flag,source_note,target_beni_expanded_score,beni_expanded_rank,nbs_socioeconomic_need_proxy,school_age_basic_population,dmo_domestic_debt_stock_naira,fiscal_pressure_band,matching_grant_2018_2022_naira,cv_fold,source_file,source_sheets,merge_status,cleaning_status,interim_note
Niger,2022,0.36113511051051705,16,Medium Need,29.44981468647362,47.65009019550485,0.2092686895471118,0.5624299156550144,266.45338058887677,0.0,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.465129150898284,16.0,0.559825,2367798.0,98262195557.88,Medium,4655417723.99,2.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Ogun,2018,0.23054463763785202,30,Lower Need,27.35240854762767,45.493975903614455,0.19421304680268825,0.36666666666666664,216.04577240940878,1473.83284521,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Ogun,2019,0.18748000291677142,33,Lower Need,33.09499203168011,45.870013386880856,0.06852755106968658,0.36666666666666664,217.83153210425937,1519.86407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Ogun,2020,0.19246617593986368,30,Lower Need,34.96015275614291,46.56907630522088,0.06879051303954575,0.36666666666666664,221.15130324221232,0.0,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Ogun,2022,0.2166145958886858,29,Lower Need,31.164290498516888,44.95176316334276,0.11214237871973974,0.3503553930025533,365.33707234997195,0.0,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.2831089893214948,26.0,0.506861,2036732.0,241782021304.96,High,2993696924.0699997,3.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Ondo,2018,0.47309796194681486,9,High Need,62.73816933638444,71.00533512897545,0.17107551487414188,0.5453744949756553,512.2679372197309,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Ondo,2019,0.5135057887997018,4,High Need,108.08675908221797,70.27374909354604,0.0965583173996176,0.5453744949756553,506.98991031390136,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Ondo,2020,0.5382123982185781,4,High Need,120.00447157967152,72.28488552781519,0.09450511651904721,0.5453744949756553,521.4992526158445,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Ondo,2022,0.32212263339768965,19,Medium Need,36.32902857142857,42.979853975121685,0.15497142857142857,0.4907382368848026,393.1713048855906,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.34277829769330664,24.0,0.313571,1663525.0,78824638559.93,Low,5859890077.440001,4.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Osun,2018,0.2091914530818077,34,Lower Need,19.014869888475836,29.888975457732762,0.1523172242874845,0.43646279703934554,214.55536912751677,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Osun,2019,0.19140452595962004,31,Lower Need,25.864428275816035,29.517406871333893,0.09925906147787197,0.42675401843528604,212.1987951807229,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Osun,2020,0.17794810120428195,36,Lower Need,28.190112686295894,27.728475400457665,0.1009814612868048,0.40060068649885583,210.6219445953286,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Osun,2022,0.19519408489702178,33,Lower Need,23.84448865897334,27.40633004024881,0.12025467568643056,0.4411818514452982,176.03172737955347,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.23384002082242206,33.0,0.30537,1274894.0,149409835462.63,High,5859890077.440001,5.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Oyo,2018,0.3465408261055973,18,Medium Need,48.028080988450796,64.80832458901713,0.14187379395754732,0.46014534996696593,321.8650839606254,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Oyo,2019,0.36561974819700505,18,Medium Need,79.19005472281704,64.56562560620756,0.06914108969783488,0.4593598448108632,320.83651436283014,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Oyo,2020,0.3757245650647708,18,Medium Need,83.56998763906057,65.5752861299709,0.06976514215080346,0.4593598448108632,325.85367264314635,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Oyo,2022,0.4957336120811746,5,High Need,77.83151527508751,91.37998723268433,0.1022870153260611,0.4523220555378232,764.2135468802136,0.0,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.5123848245834745,13.0,0.411313,2473608.0,160071143937.27,High,4655437723.68,1.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Plateau,2018,0.3000646654574584,21,Medium Need,24.24671385237614,33.55651237890204,0.18756319514661274,0.5602798708288482,166.57226823403687,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Plateau,2019,0.2860701430568434,21,Medium Need,38.48003461490914,32.215379838542745,0.13592533069600693,0.5387083419581867,160.73586367157242,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Plateau,2020,0.28689983973245803,21,Medium Need,39.35179416895091,32.516987542468854,0.1363070022427112,0.5358797487902811,162.3008735868448,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Plateau,2022,0.26024194390294036,23,Medium Need,26.384634665998245,33.24747315224258,0.10356352090905294,0.5332701621393978,214.38187372708757,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.3677203486101616,20.0,0.70417,1471108.0,151903415543.09,High,5859890077.440001,2.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Rivers,2018,0.282861476563473,22,Medium Need,10.3959770507479,29.329896907216494,0.3324567993989482,0.47220348781192795,168.65096952908587,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Rivers,2019,0.23686382639020342,23,Medium Need,17.29676732590061,29.72845450168512,0.19547313574990197,0.4719306692344728,170.9468438538206,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Rivers,2020,0.24148454778715817,23,Medium Need,20.768902520336045,29.92525698914401,0.1930924123216429,0.4708425401095206,172.09502762430938,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Rivers,2022,0.3355317013527512,18,Medium Need,31.693273058498075,44.67624120220658,0.24337089265231765,0.45843637055354763,382.5130293159609,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.4070459394426853,18.0,0.386965,2109699.0,225505011356.0,High,5859890077.440001,3.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Sokoto,2018,0.5057665346762947,5,High Need,33.694446736529414,64.89360349622567,0.5187309183926067,0.5114024632499007,284.95673412421496,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Sokoto,2019,0.5125317701787186,5,High Need,46.79750975441818,64.80627731426301,0.4846798255680514,0.5114024632499007,284.57327285415215,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Sokoto,2020,0.5210254496896275,5,High Need,49.6067767997106,65.37767183154548,0.4904136018328711,0.5114024632499007,287.08234473133285,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Sokoto,2022,0.45248419575066434,8,High Need,44.643170466883824,73.76454969501256,0.31939196525515745,0.46264800861141014,432.621632996633,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.6289216614981056,4.0,0.724193,2410947.0,85584818029.23,Low,5859890077.440001,4.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Taraba,2018,0.36628198348105245,17,Medium Need,24.385734732824428,45.03303964757709,0.2430423027989822,0.5754772393538914,245.93023255813952,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Taraba,2019,0.37292131422446617,16,Medium Need,32.86684899184899,45.00007342143906,0.2261904761904762,0.5754772393538914,245.75020048115476,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Taraba,2020,0.37730871271852673,16,Medium Need,34.76990351520623,45.2442731277533,0.22761383512949274,0.5754772393538914,247.08380112269447,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Taraba,2022,0.37638454837015,14,Medium Need,30.862931749705254,48.17612977983777,0.20981616523295926,0.5779428805125758,285.4571890145396,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.5098065591685871,14.0,0.661959,1206243.0,90807647838.11,Low,5859890077.440001,5.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Yobe,2018,0.5344731906649363,3,High Need,54.48590999739877,91.80219138056975,0.36894129888147054,0.47143900657414173,476.05,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Yobe,2019,0.6279977531745827,1,High Need,121.99941736259468,91.6909940154722,0.3299669838803651,0.47102612757261714,475.52990158970476,1519.83407868,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Yobe,2020,0.6281701092147027,1,High Need,121.90903835035652,92.09288105983404,0.3297359799576026,0.4697918183141651,477.78398791540786,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Yobe,2022,0.5539562787940847,3,High Need,72.38242748521543,93.16056542225444,0.2954097437341594,0.4441222665216866,681.7771883289124,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.7345871356586402,2.0,0.652029,1278008.0,92859643611.94,Medium,5859840077.26,1.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Zamfara,2018,0.3817012229887161,14,Medium Need,38.94798757912337,68.25986394557823,0.36104144273259287,0.38210361067503923,284.5650087260035,1473.8328452,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Zamfara,2019,0.3861109310217992,14,Medium Need,45.99611444719181,67.9264475743349,0.34772165312610387,0.3809076682316119,283.322454308094,1519.88407886,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Zamfara,2020,0.3871323454997163,15,Medium Need,48.46884689207146,68.07247278382582,0.34275800974457404,0.3785381026438569,284.1016875811337,715.07413514,1,TRAIN_2018_2020,True,Common 2018-2020 UBEC public school indicators,,,,,,,,,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,core_state_year_only,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
Zamfara,2022,0.44501135057134994,9,High Need,54.93853445681613,74.22677373449888,0.28077038820343064,0.4624923764992885,380.33489583333335,1204.45235376,1,TEST_2022,True,2022 UBEC public school indicators with richer infrastructure fields,0.6132712654863093,6.0,0.722688,2219338.0,109692050891.29,Medium,5859890077.440001,2.0,Capstone_Stage_ML1_Model_Ready_Dataset.xlsx,Model_Ready_Core_StateYear; Model_Ready_Expanded_2022,merged_with_expanded_2022_context,interim_merged,Interim state-year merge. Core UBEC-derived rows are retained for all available years; expanded NBS/DMO/context fields are joined where available for 2022.
